nomCru	country_label	subregion_label	area_label	label	millesime	volume	date_achat	prix	cote	quantite_courante	quantite_achat	garde_min	garde_max	garde_optimum	suggestion	comment	lieu_achat	canal_vente
Château Citran	France	Bordeaux	Haut-Médoc	rouge	2010	75 cl	2016-04-06	15.95	15.95	0	3	5	20	5			carrefour Annecy FAV printemps 2016	Grande surface
Château Climens	France	Bordeaux	Barsac	blanc liquoreux	1997	75 cl	2010-02-18	90	80	1	1	10	30	20		pour Anniversaire Rémi... les 18 ou 20 ans !	ebay	Achat sur Internet
Château Clinet	France	Bordeaux	Pomerol	rouge	2017	75 cl	2019-03-04	72	72	5	6	5	30	5		primeurs 2017 avec P.Tatzber	primeurs COOP via P.Tatzber	Grande surface
Château Cornélie	France	Bordeaux	Haut-Médoc	rouge	2010	75 cl	2013-03-16	0	10	0	1	5	20	5			offert par Franck et Cécile	Cadeau
Château Coulané	France	Sud-Ouest	Madiran	rouge	2001	75 cl	2007-09-13	5.95	5.95	0	1	4	12	0				Non défini
Château Coulané	France	Sud-Ouest	Madiran	rouge	2008	75 cl	2012-09-29	6.5	6.5	0	1	4	12	4			carrefour market Cruseilles	Grande surface
Château Croizet Bages	France	Bordeaux	Pauillac	rouge	2005	75 cl	2008-09-20	19.9	19.9	0	3	4	25	0		FAV Carrefour Bassens		Non défini
Château d'Antugnac - Les Grands Penchants	France	Languedoc-Roussillon	Limoux	blanc	2008	75 cl	2014-03-28	0	10	0	1	1	5	1		à boire avec Hervé et Laure ?	offert par Laure Gressani	Cadeau
Château d'Arcins	France	Bordeaux	Haut-Médoc	rouge	2008	75 cl	2012-01-01	0	15	0	1	5	20	5		Acheté chez Nicolas	Cadeau de noël 2011 parents	Cadeau
Château d'Arlus - Perlé	France	Sud-Ouest	Gaillac	blanc	2012	75 cl	2015-10-18	0	0	0	1	1	4	1		pas la bonne fiche mais c'est pas grave	offert par Flo et Mab	Cadeau
Château d'Armajan des Ormes	France	Bordeaux	Sauternes	blanc liquoreux	2002	75 cl	2007-07-15	19	19	1	4	5	30	0		Acheté à la maison du Sauternes, à Sauternes		Non défini
Château d'Aydie	France	Sud-Ouest	Pacherenc du Vic Bilh	blanc moëlleux	2008	50 cl	2017-12-02	14.9	14.9	0	1	3	12	3			Monoprix Annecy	Grande surface
Château d'Azur	France	Provence-Corse	Bandol	rouge	2015	75 cl	2017-11-12	16	16	0	6	3	10	3		Belle surprise. Plutôt Tannique. Se conserver jusqu'à 10 ans sans souci dans une cave correcte selon le producteur	Foire aux vins de Sévrier	Salon de vignerons
Château d'Escabes - Privilège	France	Sud-Ouest	Gaillac	rouge	2003	75 cl	2008-01-17	6.5	6.5	0	2	2	5	0		Sélectionné par le guide hachette 2006. Auchan		Non défini
Château d'Yquem	France	Bordeaux	Sauternes	blanc liquoreux	2002	75 cl	2009-06-22	135	135	1	1	18	50	0		Pour les 20 ou 30 ans ???		Non défini
Château Dauzac	France	Bordeaux	Margaux	rouge	1988	75 cl	2010-03-22	11.75	11.75	0	2	4	25	4		petit prix sur ebay...	ebay	Achat sur Internet
Château de Brézé	France	Vallée de la Loire	Saumur	rouge	2009	75 cl	2011-07-29	8.5	8.5	0	1	2	5	2			Brézé	En direct du producteur
Château de Brézé	France	Vallée de la Loire	Saumur	blanc	2005	75 cl	2011-07-29	7.5	7.5	0	3	3	8	6			Brézé	En direct du producteur
Château de Camensac	France	Bordeaux	Haut-Médoc	rouge	2003	75 cl	2007-09-15	11.5	11.5	0	2	5	20	0				Non défini
Château de Chavanes - Grande réserve Château	France	Jura	Arbois	rouge	2007	75 cl	2009-07-25	13	13	0	3	3	10	0				Non défini
Château de Chavanes - O de lune	France	Jura	Arbois	vin blanc muté	-0	75 cl	2009-07-25	25	25	0	1	1	25	0				Non défini
Château de Chavanes - Pinot le clos	France	Jura	Arbois	rouge	2007	75 cl	2009-07-25	14.5	14.5	0	3	3	12	0				Non défini
Château de Chavanes - Ploussard	France	Jura	Arbois	rouge	2005	75 cl	2009-07-25	7	7	0	3	1	5	0				Non défini
Château de Cruzeau	France	Bordeaux	Pessac-Léognan	rouge	2019	75 cl	2022-10-08	10.99	10.99	1	1	4	18	4			FAV carrefour Cruseilles	Grande surface
Château de Fieuzal	France	Bordeaux	Pessac-Léognan	rouge	2022	75 cl	2023-07-29	32.65	32.65	6	6	4	18	12			Primeurs Bordeaux 2022 Vàlap	Non défini
Château de Fontenay - Le Sauvignon	France	Vallée de la Loire	Touraine	blanc	2022	75 cl	2024-01-21	0	10	1	1	1	7	4			Offert par Alice et Mathieu	Cadeau
Château de Fontenelles - Cuvé Renaissance	France	Languedoc-Roussillon	Corbières	rouge	2011	75 cl	2015-01-25	0	0	0	1	2	5	4			offert par Eric	Non défini
Château de Francs	France	Bordeaux	Bordeaux Côtes de Francs	rouge	2005	75 cl	2007-09-13	6.95	6.95	0	6	2	10	0				Non défini
Château de L'Etoile	France	Jura	L'Etoile	vin de paille	2003	37,5 cl	2007-11-10	17	17	0	3	4	30	0				Non défini
Château de L'Ille	France	Languedoc-Roussillon	Corbières	rouge	2006	75 cl	2007-12-25	0	0	0	1	2	10	0				Non défini
Château de Lagarde	France	Bordeaux	Côtes de Bordeaux St Macaire	blanc	1995	75 cl	2012-11-11	0	15	0	1	2	6	2		probablement passé, à tester...	offert par Marcel	Cadeau
Château de Lagarde, Cuvée Prestige	France	Bordeaux	Côtes de Bordeaux St Macaire	blanc	1994	75 cl	2012-11-11	0	15	0	1	2	6	2			offert par Marcel	Cadeau
Château de Lucey	France	Savoie, Dauphiné et Bugey	Roussette de Savoie	blanc	2009	75 cl	2010-05-01	5	5	0	4	1	5	3			Au chateau de Lucey	En direct du producteur
Château de Lucey - Sous le Sarrasin Mondeuse	France	Savoie, Dauphiné et Bugey	Vin de Savoie	rouge	2008	75 cl	2010-05-01	5	5	0	2	2	10	3			Au chateau de Lucey	En direct du producteur
Château de Marsannay - Champs Perdrix	France	Bourgogne	Marsannay	blanc	2008	75 cl	2010-08-29	0	0	0	1	1	5	1		offert à l'occasion de notre visite à Talissieu.	Yves Ruaux	Cadeau
Château de Marsannay - Les Grandes Vignes	France	Bourgogne	Marsannay	rouge	2009	75 cl	2011-06-12	8.75	8.75	0	2	1	5	1			Par Yves Ruaux	En direct du producteur
Château de Marsannay Les Echezeaux	France	Bourgogne	Marsannay	rouge	2008	75 cl	2010-08-29	0	0	0	1	1	5	1		offert à l'occasion de notre visite à Talissieu	Yves Ruaux	Cadeau
Château de Marsannay Les Echezeaux	France	Bourgogne	Marsannay	rouge	2009	75 cl	2011-06-12	8.75	8.75	0	3	1	5	1				Non défini
Château de Mérande	France	Savoie, Dauphiné et Bugey	Roussette de Savoie	blanc	2021	75 cl	2023-03-25	0	0	0	1	2	5	2			offert par Eric pour mes 54 ans	Cadeau
Château de Mérande - Le Grand Blanc	France	Savoie, Dauphiné et Bugey	Vin de Savoie Chignin-Bergeron	blanc	2021	75 cl	2023-03-25	0	0	1	1	1	5	1			Offert par Eric pour mes 54 ans	Non défini
Château de Mérande - Mondeuse L'Authentique	France	Savoie, Dauphiné et Bugey	Vin de Savoie Arbin	rouge	2021	75 cl	2023-03-25	0	0	1	1	1	5	1			Offert par Eric pour mes 54 ans	Cadeau
Château de Meursault - 1er Cru	France	Bourgogne	Meursault	blanc	2009	75 cl	2011-06-12	27	27	0	3	5	15	5			Par Yves Ruaux	En direct du producteur
Château de Pibarnon	France	Provence-Corse	Bandol	rouge	2012	1,5 l	2025-05-08	136	136	1	1	3	20	15			au château Pibarnon	En direct du producteur
Château de Pibarnon	France	Provence-Corse	Bandol	rouge	2019	75 cl	2025-05-08	46	46	2	3	3	20	10			au château Pibarnon	En direct du producteur
Château de Pibarnon	France	Provence-Corse	Bandol	rosé	2022	75 cl	2025-05-08	29	29	1	3	1	12	10			au château Pibarnon	En direct du producteur
Château de Pibarnon	France	Provence-Corse	Bandol	rosé	2015	75 cl	2025-05-08	41	41	1	2	1	12	10			au château Pibarnon	En direct du producteur
Château de Pibarnon	France	Provence-Corse	Bandol	blanc	2023	75 cl	2025-05-08	34	34	3	3	1	15	10	un blanc énergique, pur, cristallin. Sa matière enrobée est tendue à l?extrême par une acidité magnifique (plutôt liée à un pH de compétition qu?à une acidité brute). La finale est saline (autant que l?attaque !), et quelques petits amers précoces viennent rafraîchir les sensations qui s?éternisent.	55% clairette - 30% bourboulenc - 15% de cépages divers	au château Pibarnon	En direct du producteur
Château de Pibarnon - Nuances	France	Provence-Corse	Bandol	rosé	2021	75 cl	2025-05-08	34	34	2	3	1	10	7		Sa couleur délicatement irisée et plutôt soutenue, tient sa promesse : au nez, c?est une explosion élégante de fruits rouges, griotte, groseille, rafraîchie par des notes d?agrumes, d?herbe, de menthe.. Cette entrée en matière fine et délicate, pleine et entière, dévoile au palais un univers ourlé, fin, ample et particulièrement savoureux. Sa jeune finale n?attend que quelques mois pour s?allonger et laisser cette sensation sapide. qui signe traditionnellement ce vin.. Ce Rosé Nuances 2020 devrait encore patienter un peu, et ce sera un appel aux viandes blanches, à la grive d?automne, aux perdreaux de plaine. C?est aussi un hymne à la méditerranée : il est fait pour des rougets, du safran, des langoustes?	au château Pibarnon	En direct du producteur
Château de Pressac	France	Bordeaux	Saint Emilion Grand Cru	rouge	2008	75 cl	2010-09-12	16.95	16.95	0	1	4	25	4			FAV Auchan 2010	Grande surface
Château de Puligny-Montrachet - Clos du Chateau	France	Bourgogne	Bourgogne	blanc	2019	75 cl	2022-08-21	0	30	0	1	2	10	5			Offert par Michel Giannelli	Non défini
Château de Rolland	France	Bordeaux	Barsac	blanc liquoreux	2004	75 cl	2009-12-25	0	0	0	1	1	15	10	Pour une meilleure dégustation ouvrez votre bouteille de vin au moins 1 heure avant de servir ( si possible).. Se sert à l'apéritif, et accompagne le melon, la volaille, les plats à base de curry, les plats exotiques, le comté, le roquefort, la fourme d'ambert, la tarte aux pommes, le chocolat noir, les fruits secs et bien sur le foie gras.	Température de service : entre 8 ° et 10° C. Mettre dans la porte du réfrigérateur 1 ou 2 heures avant de servir.	noël 2009 Loïc St Max	Caviste
Château de Rully	France	Bourgogne	Rully	blanc	2010	75 cl	2014-09-11	9.95	9.95	0	3	2	8	2			FAV Auchan 2014	Grande surface
Château de Santenay	France	Bourgogne	Mercurey	rouge	2005	75 cl	2007-04-03	8.5	8.5	0	3	3	8	0		Acheté à Carrefour (foire aux vins).. Médaille d'or Mâcon 2006.. 3 * la revue du vin de France.		Non défini
Château de Savigny-lès-Beaune	France	Bourgogne	Meursault	blanc	2009	75 cl	2016-03-11	20	20	0	3	3	15	9			salon de la gastro Annecy le vieux	Salon de vignerons
Château de Savigny-lès-Beaune - Les Duresses	France	Bourgogne	Monthélie	blanc	2014	75 cl	2016-03-11	14	14	0	3	2	4	2			salon dela gastro Annecy le vieux	Salon de vignerons
Château de Varennes	France	Vallée de la Loire	Savennières	blanc	2004	75 cl	2009-09-15	9.95	9.95	0	2	4	15	4		FAV Auchan 09-2009		Non défini
Château des Abelles	France	Languedoc-Roussillon	Collioure	rouge	2006	75 cl	2010-05-16	0	0	0	1	3	10	3			offert par Sam et Manu	Cadeau
Château des Eyrins	France	Bordeaux	Margaux	rouge	2009	75 cl	2011-12-24	25	25	0	6	6	10	10		plage de consommation trouvée sur Internet le Figaro Vins	En primeur par Vito	Caviste
Château des Rochers	France	Bordeaux	Lussac-Saint-Emilion	rouge	1990	75 cl	2010-04-06	12.2	12.2	0	3	4	20	4			par Vito, foire de Cruseilles	Salon de vignerons
Château des Rochers	France	Bordeaux	Lussac-Saint-Emilion	rouge	1995	75 cl	2011-03-27	17.5	17.5	0	4	4	20	4			foire de Cruseilles	Salon de vignerons
Château Desmirail	France	Bordeaux	Margaux	rouge	2005	75 cl	2007-09-13	19.9	19.9	0	2	4	25	0				Non défini
Château du Haut-Maray	France	Bordeaux	Graves	blanc	2019	75 cl	2025-02-23	14.5	14.5	2	3	5	15	6			salon des vins Cruseilles	En direct du producteur
Château du Haut-Maray	France	Bordeaux	Graves	blanc	2021	75 cl	2025-02-23	14	14	1	3	5	15	6			salon des vins Cruseilles	En direct du producteur
Château du Hureau	France	Vallée de la Loire	Saumur	blanc	2009	75 cl	2011-07-03	0	12	0	1	5	10	5		offert	Dampière sur Loire	En direct du producteur
Château du Hureau - Cuvée Lisagathe	France	Vallée de la Loire	Saumur-Champigny	rouge	2009	75 cl	2011-07-03	17	17	1	3	5	15	5			Dampière sur Loire	En direct du producteur
Château du Hureau - Cuvée Tuffe	France	Vallée de la Loire	Saumur-Champigny	rouge	2006	75 cl	2009-03-15	0	20	0	1	4	10	0	Vin tendre et souple, viandes grillées, charcuteries. servir aéré à 16°	provenance La Java des Flacons - offert par Maryse pour mes 40 ans		Non défini
Château du Hureau - Cuvée Tuffe	France	Vallée de la Loire	Saumur-Champigny	rouge	2009	75 cl	2011-07-03	9	9	0	3	2	7	5			Dampière sur Loire	En direct du producteur
Château du Hureau Cuvée Fours à Chaux	France	Vallée de la Loire	Saumur-Champigny	rouge	2009	75 cl	2011-07-03	13	13	0	6	2	5	2			Dampière sur Loire	En direct du producteur
Château Dubraud	France	Bordeaux	Blaye Côtes de Bordeaux	rouge	2003	1,5 l	2009-03-15	0	25	0	1	1	8	0	ne pas trainer pour la boire.	Offert par Eric et Martine pour mes 40 ans		Non défini
Château Ducru Beaucaillou	France	Bordeaux	Saint Julien	rouge	2024	75 cl	2025-08-02	130.32	130.32	3	3	4	25	15			Valap primeurs	Achat sur Internet
Château Elget - Cuvée Prestige	France	Vallée de la Loire	Muscadet Sevre et Maine	blanc	2010	75 cl	2012-11-10	6	6	0	3	2	5	2			Foire aux vins Sevrier 	En direct du producteur
Château Elget - Cuvée Prestige	France	Vallée de la Loire	Muscadet Sevre et Maine	blanc	2015	75 cl	2017-11-12	6.7	6.7	0	6	2	4	2		vin très vif, tranchant, idéal huitres, saumon	Foire aux vins de Sévrier	Salon de vignerons
Château Elget - Gorgeois	France	Vallée de la Loire	Muscadet Sèvre et Maine Gorges	blanc	2007	75 cl	2012-11-10	12	12	0	3	2	10	5			Foire aux vins Sevrier	En direct du producteur
Château Elget - Gorgeois	France	Vallée de la Loire	Muscadet Sèvre et Maine Gorges	blanc	2009	75 cl	2012-11-10	9.8	9.8	0	3	2	10	5			Foire aux vins Sevrier	En direct du producteur
Château Faurie de Souchard	France	Bordeaux	Saint Emilion Grand Cru	rouge	1996	75 cl	2007-12-15	11.95	11.95	0	3	4	25	0		Auchan		Non défini
Château Faurie de Souchard	France	Bordeaux	Saint Emilion Grand Cru	rouge	1998	75 cl	2007-12-20	11.95	11.95	0	3	4	25	0		Auchan		Non défini
Château Fonroque	France	Bordeaux	Saint Emilion Grand Cru	rouge	2010	75 cl	2016-09-21	25	25	1	6	4	25	4			idealwine par Franck	Vente par correspondance
Château Fort de Roquetaillade	France	Bordeaux	Graves	blanc	2004	75 cl	2007-07-15	5.5	5.5	0	4	5	15	0				Non défini
Château Fort de Roquetaillade	France	Bordeaux	Graves supérieures	blanc liquoreux	2001	75 cl	2007-07-15	5.5	5.5	0	3	4	20	0				Non défini
Château Fort de Roquetaillade	France	Bordeaux	Graves	rouge	2003	75 cl	2007-07-15	5.5	5.5	0	5	5	15	0				Non défini
Château Gazin	France	Bordeaux	Pomerol	rouge	1998	75 cl	2007-12-20	0	85	0	1	5	30	0	Château Gazin 1998. Messieurs Jacques et Eric Boissenot - mai 2002.  . Aspect (Robe). Rouge dense et brillant. . Odeur (Nez). Notes animales et minérales, légèrement boisées et toastées, notes florales, mentholées, arômes de chocolat, amande. . Goût (Bouche). Vin puissant et gras, belle longueur, vin fin, finale un peu amère, notes grillées et fumées	à conserver !. cadeau collègues ERI		Non défini
Château Gazin	France	Bordeaux	Pomerol	rouge	1978	75 cl	2008-08-26	50	50	0	1	5	30	0		sur eBay		Non défini
Château Gilette - Crème de Tête	France	Bordeaux	Sauternes	blanc liquoreux	1976	75 cl	2012-12-29	125	172	0	1	5	30	5			ebay	Enchères en ligne
Château Giscours	France	Bordeaux	Margaux	rouge	2014	75 cl	2016-09-18	37	37	1	3	4	25	4		fav 2016 Auchan	Auchan	Non défini
Château Giscours	France	Bordeaux	Margaux	rouge	2001	75 cl	2022-01-01	0	80	0	1	4	25	4			Offert par Pierre réveillon 2021 2022	Cadeau
Château Giscours	France	Bordeaux	Margaux	rouge	2024	75 cl	2025-08-02	48	48	6	6	4	25	12			Primeurs COOP avec Pierre Tatzber 274 les 6	Achat sur Internet
Château Gloria	France	Bordeaux	Saint Julien	rouge	1994	75 cl	2012-09-16	27	27	0	2	4	25	4			Auchan fav 2012	Grande surface
Château Gloria	France	Bordeaux	Saint Julien	rouge	2015	75 cl	2019-09-14	0	44	0	1	4	25	4			offert par Séb et Gaëlle	Cadeau
Château Gombaude-Guillot	France	Bordeaux	Pomerol	rouge	2010	75 cl	2023-04-29	84	84	0	1	5	30	5			Diot Vino 	Caviste
Château Grand Colombier	France	Bordeaux	Montagne-Saint-Emilion	rouge	2019	75 cl	2022-05-28	0	0	1	1	4	15	4			cadeau Franck	Non défini
Château Grand Corbin	France	Bordeaux	Saint Emilion Grand Cru	rouge	2004	75 cl	2008-01-11	11.6	11.6	0	2	4	25	0		carrefour		Non défini
Château Guiraud	France	Bordeaux	Sauternes	blanc liquoreux	1989	75 cl	2007-09-28	34	34	0	3	5	30	0		Carrefour foire aux vins 2007		Non défini
Château Guiteronde du Hayot	France	Bordeaux	Sauternes	blanc liquoreux	2001	75 cl	2007-09-27	12.95	12.95	0	1	5	30	0				Non défini
Château Haut-Brion	France	Bordeaux	Pessac-Léognan	rouge	1981	75 cl	2016-07-29	46	224	0	1	4	40	4		sur ebay	ebay	Enchères en ligne
Château Haut-Brion	France	Bordeaux	Pessac-Léognan	rouge	1993	75 cl	2019-04-07	0	500	0	1	4	35	25			Offert par pierre tatzber pour mes 50 ans	Cadeau
Château Haut-Brion	France	Bordeaux	Pessac-Léognan	rouge	1994	75 cl	2019-04-07	0	500	0	1	4	35	25			Offert par pierre tatzber pour mes 50 ans	Cadeau
Château Haut-Condissas - Cuvée Prestige	France	Bordeaux	Médoc	rouge	2010	75 cl	2019-09-14	39	39	0	3	4	15	4		vendu comme un vin exceptionnel de puissance, à voir...	foire aux vin caviste épagny	Caviste
Château Hellha, Aszú 5 Puttonyos	Hongrie	Nord Est	Tokaj-Hegyalja ou Tokaji	blanc liquoreux	2013	75 cl	2018-09-08	19.9	19.9	0	3	1	10	1			1jour1vin	Achat sur Internet
Château Juguet	France	Bordeaux	Saint Emilion Grand Cru	rouge	2016	75 cl	2025-10-30	0	0	1	1	4	25	4			Offert par les Guibé	Non défini
Château Kefraya	Liban	Vallée de la Bekaa	Vallée de la Bekaa	blanc	2019	75 cl	2021-04-22	22.9	22.9	0	3	1	10	1			1jour1vin	Achat sur Internet
Château Kefraya	Liban	Vallée de la Bekaa	Vallée de la Bekaa	rouge	2016	75 cl	2021-04-22	22.9	22.9	1	3	1	10	1			1jour1vin	Achat sur Internet
Château L'Etoile	France	Jura	L'Etoile	vin jaune	1999	62 cl	2007-11-10	23	23	0	2	10	50	0		A conserver longtemps...		Non défini
Château l'Etoile - Cuvée des Ceps d'Or	France	Jura	L'Etoile	blanc	2003	75 cl	2007-11-10	7.5	7.5	0	4	3	10	0	Plats d’accompagnement : hors d'oeuvres, poissons, coquillages, crustacés.. 	Longévité en cave : 3 à 5 ans.. Conseil de service : entre 10 et 12°.		Non défini
Château L'Evangile	France	Bordeaux	Pomerol	rouge	2002	75 cl	2007-12-20	0	90	0	1	10	30	0	(R. Parker) D'un rubis-pourpre profond, L'Evangile 2002 exhale avec ampleur de douces senteurs de mûre et de framboise. Une fois passé ce bouquet nuancé de terre et de truffe, on décèle en bouche un ensemble moyennement corsé, merveilleux à la fois de profondeur et de persistance, dont le fruité, riche et mûr, est d'une grande fraîcheur et étayé par une heureuse acidité sous-jacente. La finale de L'Evangile 2002 se développe par paliers, avec générosité.	A boire entre 2007 et 2032. (9/03) 		Non défini
Château L'Evangile	France	Bordeaux	Pomerol	rouge	2024	75 cl	2025-08-02	138.72	138.72	3	3	5	30	15			Valap primeurs	Achat sur Internet
Château La Brande	France	Bordeaux	Côtes de Castillon	rouge	2014	75 cl	2018-01-05	11.5	11.5	1	3	4	10	4		attendre un peu	par Franck	En direct du producteur
Château La Caussade	France	Bordeaux	Sainte Croix du Mont	blanc liquoreux	2004	75 cl	2007-09-13	9.95	9.95	0	2	3	30	0				Non défini
Château La Conseillante	France	Bordeaux	Pomerol	rouge	1997	75 cl	2009-11-14	30	30	0	1	5	15	0		ebay, à boire vite.		Non défini
Château la Fleur Bellevue	France	Bordeaux	Premières Côtes de Blaye	rouge	2005	75 cl	2007-12-20	3.95	3.95	0	2	1	8	0		Auchan		Non défini
Château la Fontaine	France	Bordeaux	Loupiac	blanc liquoreux	2003	75 cl	2008-08-28	0	0	0	1	3	30	0		offert par André		Non défini
Château La Garde	France	Bordeaux	Pessac-Léognan	rouge	2004	75 cl	2007-09-13	7.95	7.95	0	6	4	18	0				Non défini
Château La Garenne	France	Bordeaux	Pomerol	rouge	2004	75 cl	2007-09-22	12.5	12.5	0	4	5	30	0				Non défini
Château La Lagune	France	Bordeaux	Haut-Médoc	rouge	2019	75 cl	2020-07-06	34	34	5	6	5	20	5		primeurs 2019 vàlap livraison début 2022 voir facture cf drive famille /Factures_achats/primeurs bordeau 2019 va?lap.pdf	primeurs bordeaux vàlap	Achat sur Internet
Château La Louvière	France	Bordeaux	Pessac-Léognan	rouge	2004	75 cl	2007-12-07	16.5	16.5	0	1	6	18	0		ne pas ouvrir trop tôt, le Pqrker recommande de le laisser vieillr assez longtemps pour que les tannins fondent.		Non défini
Château La Louvière	France	Bordeaux	Pessac-Léognan	blanc	1997	75 cl	2008-01-11	7.5	7.5	0	2	2	12	0		Carrefour		Non défini
Château La Louvière	France	Bordeaux	Pessac-Léognan	blanc	1999	75 cl	2009-09-19	13.95	13.95	0	2	2	12	0		FAV Auchan 09-2009		Non défini
Château La Louvière	France	Bordeaux	Pessac-Léognan	rouge	2007	75 cl	2016-04-06	19.95	19.95	0	3	4	18	4			carrefour Annecy FAV printemps 2016	Grande surface
